[2025-02-13 20:58:56,662] 14 root - INFO - Data ingestion started
[2025-02-13 20:58:58,270] 66 root - INFO - Performed data split into training and testing sets.
[2025-02-13 20:58:58,270] 72 root - INFO - Exporting training data and test data
[2025-02-13 20:58:58,406] 77 root - INFO - Exported training data and test data
[2025-02-13 20:58:58,429] 16 root - INFO - Data ingestion completed
[2025-02-13 20:58:58,458] 20 root - INFO - Data validation started
[2025-02-13 20:58:58,532] 32 root - INFO - Required number of columns: 21
[2025-02-13 20:58:58,532] 33 root - INFO - Actual number of columns: 22
[2025-02-13 20:58:58,532] 32 root - INFO - Required number of columns: 21
[2025-02-13 20:58:58,532] 33 root - INFO - Actual number of columns: 22
[2025-02-13 20:58:58,549] 44 root - INFO - Required number of numerical columns: 3
[2025-02-13 20:58:58,549] 45 root - INFO - Actual number of numerical columns: 3
[2025-02-13 20:58:58,549] 44 root - INFO - Required number of numerical columns: 3
[2025-02-13 20:58:58,549] 45 root - INFO - Actual number of numerical columns: 3
[2025-02-13 20:58:59,281] 22 root - INFO - Data validation completed
[2025-02-13 20:58:59,281] 24 root - INFO - Data transformation started
[2025-02-13 20:58:59,281] 59 root - INFO - Initiating data transformation...
[2025-02-13 20:58:59,281] 61 root - INFO - Starting data transformation
